Class,URL,X,Y,Width,Height,Location
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178968/HAW-4268-Orthophoto_95.jpg,367,1,107,97,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178968/HAW-4268-Orthophoto_95.jpg,858,3,87,91,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178971/HAW-4268-Orthophoto_98.jpg,113,227,81,75,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178971/HAW-4268-Orthophoto_98.jpg,530,555,108,101,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178971/HAW-4268-Orthophoto_98.jpg,295,6,32,36,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178971/HAW-4268-Orthophoto_98.jpg,772,898,31,50,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178980/HAW-4294_Orthophoto_10_4.jpg,231,742,55,56,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178980/HAW-4294_Orthophoto_10_4.jpg,695,659,68,58,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178980/HAW-4294_Orthophoto_10_4.jpg,744,697,51,50,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178980/HAW-4294_Orthophoto_10_4.jpg,2,533,36,50,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178980/HAW-4294_Orthophoto_10_4.jpg,824,853,48,63,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178983/HAW-4294_Orthophoto_10_5.jpg,28,373,60,52,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178983/HAW-4294_Orthophoto_10_5.jpg,442,697,50,58,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178983/HAW-4294_Orthophoto_10_5.jpg,661,248,59,60,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178983/HAW-4294_Orthophoto_10_5.jpg,622,84,48,57,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178986/HAW-4294_Orthophoto_10_6.jpg,477,16,48,56,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178986/HAW-4294_Orthophoto_10_6.jpg,374,825,56,55,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178989/HAW-4294_Orthophoto_10_7.jpg,63,644,56,54,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178989/HAW-4294_Orthophoto_10_7.jpg,111,683,50,51,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10178989/HAW-4294_Orthophoto_10_7.jpg,920,878,63,100,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178993/HAW-4294_Orthophoto_11_4.jpg,624,919,82,81,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178993/HAW-4294_Orthophoto_11_4.jpg,725,752,61,64,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178996/HAW-4294_Orthophoto_11_5.jpg,164,337,56,55,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178996/HAW-4294_Orthophoto_11_5.jpg,710,455,54,50,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178996/HAW-4294_Orthophoto_11_5.jpg,469,712,45,49,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178998/HAW-4294_Orthophoto_11_6.jpg,345,189,58,52,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178998/HAW-4294_Orthophoto_11_6.jpg,272,134,45,43,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178998/HAW-4294_Orthophoto_11_6.jpg,710,869,60,34,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10179001/HAW-4294_Orthophoto_11_7.jpg,722,458,55,83,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179004/HAW-4294_Orthophoto_12_4.jpg,892,70,43,47,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179004/HAW-4294_Orthophoto_12_4.jpg,906,236,54,55,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179007/HAW-4294_Orthophoto_12_5.jpg,813,798,53,50,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179010/HAW-4294_Orthophoto_12_6.jpg,225,434,44,53,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179010/HAW-4294_Orthophoto_12_6.jpg,166,806,50,50,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179010/HAW-4294_Orthophoto_12_6.jpg,322,550,59,66,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179010/HAW-4294_Orthophoto_12_6.jpg,619,541,53,48,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179013/HAW-4294_Orthophoto_12_8.jpg,206,775,68,59,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179013/HAW-4294_Orthophoto_12_8.jpg,274,316,43,32,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179016/HAW-4294_Orthophoto_13_4.jpg,400,608,61,50,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179016/HAW-4294_Orthophoto_13_4.jpg,817,462,53,65,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179020/HAW-4294_Orthophoto_13_5.jpg,616,503,54,47,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179020/HAW-4294_Orthophoto_13_5.jpg,636,781,63,56,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179020/HAW-4294_Orthophoto_13_5.jpg,869,462,50,54,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179020/HAW-4294_Orthophoto_13_5.jpg,852,241,54,59,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179020/HAW-4294_Orthophoto_13_5.jpg,881,109,55,50,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179020/HAW-4294_Orthophoto_13_5.jpg,645,30,65,70,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179024/HAW-4294_Orthophoto_13_6.jpg,295,464,50,50,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179024/HAW-4294_Orthophoto_13_6.jpg,470,508,71,64,"Hawaii, HI, USA"
echinothrix_calamaris,https://colo.tator.io/fathomnet-public/52/153/10179024/HAW-4294_Orthophoto_13_6.jpg,616,658,65,54,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179024/HAW-4294_Orthophoto_13_6.jpg,966,373,34,46,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179024/HAW-4294_Orthophoto_13_6.jpg,472,398,66,63,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179024/HAW-4294_Orthophoto_13_6.jpg,888,45,62,77,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179027/HAW-4294_Orthophoto_13_8.jpg,75,523,53,47,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179030/HAW-4294_Orthophoto_14_4.jpg,881,31,55,53,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179033/HAW-4294_Orthophoto_14_5.jpg,750,512,56,41,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179033/HAW-4294_Orthophoto_14_5.jpg,830,534,64,63,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179036/HAW-4294_Orthophoto_15_3.jpg,27,678,61,53,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10179039/HAW-4294_Orthophoto_16_4.jpg,44,541,69,92,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179042/HAW-4294_Orthophoto_16_7.jpg,627,66,111,84,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179045/HAW-4294_Orthophoto_16_8.jpg,200,116,52,46,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179045/HAW-4294_Orthophoto_16_8.jpg,328,281,60,39,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179045/HAW-4294_Orthophoto_16_8.jpg,564,211,80,53,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10179047/HAW-4294_Orthophoto_17_3.jpg,614,891,92,109,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179052/HAW-4294_Orthophoto_18_3.jpg,885,62,50,36,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10179055/HAW-4294_Orthophoto_18_4.jpg,522,611,88,91,"Hawaii, HI, USA"
echinothrix_calamaris,https://colo.tator.io/fathomnet-public/52/153/10179058/HAW-4294_Orthophoto_18_5.jpg,10,587,78,57,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10179061/HAW-4294_Orthophoto_19_4.jpg,828,916,30,26,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10179063/HAW-4294_Orthophoto_19_5.jpg,185,692,37,45,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10179063/HAW-4294_Orthophoto_19_5.jpg,638,427,51,37,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10179067/HAW-4294_Orthophoto_20_3.jpg,258,355,52,53,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10179067/HAW-4294_Orthophoto_20_3.jpg,817,211,71,66,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10179067/HAW-4294_Orthophoto_20_3.jpg,881,450,41,55,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10179070/HAW-4294_Orthophoto_20_4.jpg,700,552,58,42,"Hawaii, HI, USA"
echinothrix_calamaris,https://colo.tator.io/fathomnet-public/52/153/10179073/HAW-4294_Orthophoto_21_4.jpg,392,667,128,110,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10179077/HAW-4294_Orthophoto_21_6.jpg,74,305,43,40,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179079/HAW-4294_Orthophoto_22_2.jpg,197,842,73,66,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179079/HAW-4294_Orthophoto_22_2.jpg,405,6,108,74,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179083/HAW-4294_Orthophoto_22_4.jpg,153,525,63,61,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179083/HAW-4294_Orthophoto_22_4.jpg,231,428,72,63,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179086/HAW-4294_Orthophoto_22_6.jpg,108,97,56,44,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10179089/HAW-4294_Orthophoto_23_2.jpg,6,3,175,209,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179089/HAW-4294_Orthophoto_23_2.jpg,306,83,85,114,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10179092/HAW-4294_Orthophoto_23_4.jpg,614,447,153,165,"Hawaii, HI, USA"
echinothrix_calamaris,https://colo.tator.io/fathomnet-public/52/153/10179092/HAW-4294_Orthophoto_23_4.jpg,775,741,100,96,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179095/HAW-4294_Orthophoto_23_5.jpg,674,772,75,67,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179097/HAW-4294_Orthophoto_23_6.jpg,675,353,60,67,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10179100/HAW-4294_Orthophoto_24_3.jpg,539,105,172,118,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179100/HAW-4294_Orthophoto_24_3.jpg,177,9,84,86,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179103/HAW-4294_Orthophoto_28.jpg,263,250,45,42,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179107/HAW-4294_Orthophoto_35.jpg,864,345,55,39,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179107/HAW-4294_Orthophoto_35.jpg,931,719,58,42,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10179107/HAW-4294_Orthophoto_35.jpg,706,777,63,35,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179110/HAW-4294_Orthophoto_37.jpg,341,719,59,70,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179110/HAW-4294_Orthophoto_37.jpg,606,612,72,58,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179113/HAW-4294_Orthophoto_38.jpg,495,958,65,42,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179116/HAW-4294_Orthophoto_39.jpg,202,367,53,45,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179116/HAW-4294_Orthophoto_39.jpg,649,781,51,58,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179119/HAW-4294_Orthophoto_45.jpg,624,23,61,57,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179122/HAW-4294_Orthophoto_47.jpg,669,698,62,57,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179122/HAW-4294_Orthophoto_47.jpg,466,831,48,60,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179125/HAW-4294_Orthophoto_48.jpg,545,620,50,42,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179128/HAW-4294_Orthophoto_54.jpg,903,816,58,59,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179130/HAW-4294_Orthophoto_55.jpg,877,378,61,50,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179133/HAW-4294_Orthophoto_56.jpg,524,620,61,72,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179133/HAW-4294_Orthophoto_56.jpg,686,212,55,40,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10179133/HAW-4294_Orthophoto_56.jpg,674,100,42,47,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179136/HAW-4294_Orthophoto_57.jpg,217,875,44,50,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179136/HAW-4294_Orthophoto_57.jpg,349,684,51,52,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179139/HAW-4294_Orthophoto_58.jpg,661,811,42,37,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179139/HAW-4294_Orthophoto_58.jpg,105,795,67,67,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179139/HAW-4294_Orthophoto_58.jpg,552,502,56,48,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179143/HAW-4294_Orthophoto_59.jpg,161,667,58,47,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179145/HAW-4294_Orthophoto_66.jpg,106,94,52,40,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179145/HAW-4294_Orthophoto_66.jpg,833,252,53,54,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179145/HAW-4294_Orthophoto_66.jpg,497,745,52,53,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179145/HAW-4294_Orthophoto_66.jpg,420,964,56,36,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179148/HAW-4294_Orthophoto_67.jpg,292,520,55,55,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179148/HAW-4294_Orthophoto_67.jpg,445,530,61,61,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179148/HAW-4294_Orthophoto_67.jpg,813,569,76,56,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179151/HAW-4294_Orthophoto_68.jpg,400,78,55,55,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179151/HAW-4294_Orthophoto_68.jpg,192,831,63,55,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179151/HAW-4294_Orthophoto_68.jpg,155,419,48,39,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179151/HAW-4294_Orthophoto_68.jpg,788,887,82,54,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179154/HAW-4294_Orthophoto_69.jpg,2,811,33,67,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179154/HAW-4294_Orthophoto_69.jpg,58,533,73,40,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179154/HAW-4294_Orthophoto_69.jpg,203,762,74,47,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179154/HAW-4294_Orthophoto_69.jpg,366,761,123,53,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179157/HAW-4294_Orthophoto_75.jpg,861,280,64,61,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179160/HAW-4294_Orthophoto_76.jpg,494,466,55,59,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179163/HAW-4294_Orthophoto_77.jpg,470,591,69,59,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179163/HAW-4294_Orthophoto_77.jpg,724,594,53,56,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179166/HAW-4294_Orthophoto_78.jpg,100,302,52,53,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179166/HAW-4294_Orthophoto_78.jpg,224,484,64,60,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179166/HAW-4294_Orthophoto_78.jpg,356,277,55,57,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179166/HAW-4294_Orthophoto_78.jpg,744,392,66,52,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179166/HAW-4294_Orthophoto_78.jpg,867,287,66,57,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179166/HAW-4294_Orthophoto_78.jpg,877,170,83,55,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179166/HAW-4294_Orthophoto_78.jpg,895,114,65,50,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179169/HAW-4294_Orthophoto_79.jpg,17,105,69,62,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179169/HAW-4294_Orthophoto_79.jpg,663,219,54,58,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179169/HAW-4294_Orthophoto_79.jpg,839,428,56,53,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179169/HAW-4294_Orthophoto_79.jpg,822,131,58,58,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179169/HAW-4294_Orthophoto_79.jpg,206,3,52,44,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179169/HAW-4294_Orthophoto_79.jpg,31,267,72,45,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178974/HAW-4294_Orthophoto_7_10.jpg,247,687,47,47,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179173/HAW-4294_Orthophoto_85.jpg,302,739,58,59,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179176/HAW-4294_Orthophoto_86.jpg,528,497,58,42,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179179/HAW-4294_Orthophoto_87.jpg,1,675,52,56,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179179/HAW-4294_Orthophoto_87.jpg,581,766,60,53,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179179/HAW-4294_Orthophoto_87.jpg,580,636,55,47,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179179/HAW-4294_Orthophoto_87.jpg,358,314,52,55,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179179/HAW-4294_Orthophoto_87.jpg,238,678,54,47,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178977/HAW-4294_Orthophoto_8_10.jpg,11,597,53,50,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179181/HAW-4294_Orthophoto_94.jpg,778,630,80,79,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179181/HAW-4294_Orthophoto_94.jpg,744,9,51,50,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179181/HAW-4294_Orthophoto_94.jpg,806,416,46,48,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179185/HAW-4294_Orthophoto_95.jpg,514,266,64,54,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179188/HAW-4294_Orthophoto_96.jpg,1,723,38,47,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179188/HAW-4294_Orthophoto_96.jpg,424,891,62,50,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179188/HAW-4294_Orthophoto_96.jpg,755,569,53,50,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179191/HAW-4294_Orthophoto_97.jpg,588,866,65,61,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10179195/HAW-4294_Orthophoto_98.jpg,378,869,55,39,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10179197/HAW-4304-Orthophoto_10_4.jpg,175,8,303,268,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10179197/HAW-4304-Orthophoto_10_4.jpg,218,280,305,230,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10179197/HAW-4304-Orthophoto_10_4.jpg,263,511,309,295,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10179201/HAW-4304-Orthophoto_10_5.jpg,679,724,299,276,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10179204/HAW-4304-Orthophoto_10_7.jpg,87,173,279,252,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10179207/HAW-4304-Orthophoto_11_5.jpg,170,624,281,270,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10179207/HAW-4304-Orthophoto_11_5.jpg,922,2,78,257,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10179210/HAW-4304-Orthophoto_11_6.jpg,1,3,139,238,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10179213/HAW-4304-Orthophoto_12_3.jpg,637,425,254,259,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10179213/HAW-4304-Orthophoto_12_3.jpg,289,816,272,184,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10179217/HAW-4304-Orthophoto_13_3.jpg,321,4,225,65,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10179219/HAW-4304-Orthophoto_13_4.jpg,820,710,180,266,"Hawaii, HI, USA"
